日期,时间,纬度,经度,航向,节,时速,高度,爬升率,数据源
20190805,星期一 22:03:2410:03下午,33.472833.47,-81.3026-81.30,↑ 347°,478,885,"10,66810668", , FlightAware ADS-B  (KCCO) 
20190805,星期一 22:03:5410:03下午,33.537333.54,-81.3195-81.32,↑ 348°,479,887,"10,66810668", , FlightAware ADS-B  (KAND) 
20190805,星期一 22:04:2410:04下午,33.602333.60,-81.3367-81.34,↑ 348°,479,887,"10,66810668", , FlightAware ADS-B  (KCVC) 
20190805,星期一 22:04:5410:04下午,33.667733.67,-81.3541-81.35,↑ 348°,479,887,"10,66810668", , FlightAware ADS-B  (KJQF) 
20190805,星期一 22:05:2410:05下午,33.734933.73,-81.3719-81.37,↑ 348°,479,887,"10,66810668", , FlightAware ADS-B  (KLZU) 
20190805,星期一 22:05:5410:05下午,33.799133.80,-81.3890-81.39,↑ 348°,479,887,"10,66810668", , FlightAware ADS-B  (KLZU) 
20190805,星期一 22:06:2410:06下午,33.862733.86,-81.4061-81.41,↑ 347°,478,885,"10,66810668", , FlightAware ADS-B  (KCVC) 
20190805,星期一 22:06:5410:06下午,33.929333.93,-81.4238-81.42,↑ 347°,478,885,"10,66810668",-8 , FlightAware ADS-B  (KHYW) 
20190805,星期一 22:07:2410:07下午,33.994233.99,-81.4411-81.44,↑ 347°,478,885,"10,66010660",-8 , FlightAware ADS-B  (KTMA) 
20190805,星期一 22:07:5410:07下午,34.055634.06,-81.4576-81.46,↑ 347°,480,888,"10,66010660",8 , FlightAware ADS-B  (KCVC) 
20190805,星期一 22:08:2410:08下午,34.124534.12,-81.4762-81.48,↑ 347°,480,888,"10,66810668",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:08:5410:08下午,34.187034.19,-81.4932-81.49,↑ 347°,481,892,"10,66810668",-8 , FlightAware ADS-B  (KRDU) 
20190805,星期一 22:09:2410:09下午,34.254234.25,-81.5112-81.51,↑ 348°,484,896,"10,66010660",-8 , FlightAware ADS-B  (KFAY) 
20190805,星期一 22:09:5410:09下午,34.319034.32,-81.5286-81.53,↑ 347°,486,900,"10,66010660",15 , FlightAware ADS-B  (KFAY) 
20190805,星期一 22:10:2510:10下午,34.386734.39,-81.5468-81.55,↑ 347°,487,901,"10,67610676",105 , FlightAware ADS-B  (KGSP) 
20190805,星期一 22:10:5510:10下午,34.453434.45,-81.5647-81.56,↑ 347°,483,895,"10,76710767",270 , FlightAware ADS-B  (KAND) 
20190805,星期一 22:11:2610:11下午,34.519634.52,-81.5825-81.58,↑ 347°,477,884,"10,95010950",210 , FlightAware ADS-B  (KGSP) 
20190805,星期一 22:11:5610:11下午,34.581434.58,-81.5993-81.60,↑ 348°,468,867,"10,98010980",23 , FlightAware ADS-B  (KRDU) 
20190805,星期一 22:12:2610:12下午,34.647834.65,-81.6175-81.62,↑ 347°,470,871,"10,97310973",-8 , FlightAware ADS-B  (KAND) 
20190805,星期一 22:12:5610:12下午,34.709934.71,-81.6345-81.63,↑ 347°,474,877,"10,97310973", , FlightAware ADS-B  (KCAE) 
20190805,星期一 22:13:2610:13下午,34.775634.78,-81.6525-81.65,↑ 347°,477,884,"10,97310973", , FlightAware ADS-B  (KJQF) 
20190805,星期一 22:13:5610:13下午,34.837934.84,-81.6694-81.67,↑ 347°,476,882,"10,97310973", , FlightAware ADS-B  (KUKF) 
20190805,星期一 22:14:2610:14下午,34.905434.91,-81.6878-81.69,↑ 347°,476,882,"10,97310973", , FlightAware ADS-B  (KCAE) 
20190805,星期一 22:14:5610:14下午,34.972434.97,-81.7062-81.71,↑ 347°,476,882,"10,97310973", , FlightAware ADS-B  (KJQF) 
20190805,星期一 22:15:2610:15下午,35.035035.03,-81.7233-81.72,↑ 347°,475,880,"10,97310973",-8 , FlightAware ADS-B  (KJQF) 
20190805,星期一 22:15:5610:15下午,35.096835.10,-81.7405-81.74,↑ 347°,476,882,"10,96510965",-8 , FlightAware ADS-B  (KEHO) 
20190805,星期一 22:16:2610:16下午,35.160035.16,-81.7580-81.76,↑ 347°,478,885,"10,96510965",8 , FlightAware ADS-B  (KSVH) 
20190805,星期一 22:16:5710:16下午,35.228335.23,-81.7766-81.78,↑ 347°,478,885,"10,97310973",14 , FlightAware ADS-B  (KUKF) 
20190805,星期一 22:17:3010:17下午,35.299435.30,-81.7963-81.80,↑ 347°,478,885,"10,98010980", , FlightAware ADS-B  (KUZA) 
20190805,星期一 22:18:0010:18下午,35.363735.36,-81.8141-81.81,↑ 347°,479,887,"10,97310973",-15 , FlightAware ADS-B  (KCAE) 
20190805,星期一 22:18:3010:18下午,35.429935.43,-81.8326-81.83,↑ 347°,480,888,"10,96510965",-8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:19:0110:19下午,35.498635.50,-81.8516-81.85,↑ 347°,483,895,"10,96510965",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:19:3110:19下午,35.562335.56,-81.8693-81.87,↑ 347°,484,896,"10,97310973",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:20:0110:20下午,35.627535.63,-81.8874-81.89,↑ 347°,485,898,"10,97310973",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:20:2610:20下午,35.682335.68,-81.9028-81.90,↑ 348°,484,896,"10,98010980",10 , FlightAware ADS-B  (KHRJ) 
20190805,星期一 22:20:4510:20下午,35.722835.72,-81.9165-81.92,↑ 343°,481,892,"10,98010980",9 , FlightAware ADS-B  (KGSO) 
20190805,星期一 22:21:1510:21下午,35.784435.78,-81.9449-81.94,&nwarr 337°,474,877,"10,98810988",9 , FlightAware ADS-B  (KGSO) 
20190805,星期一 22:21:3410:21下午,35.821635.82,-81.9663-81.97,&nwarr 333°,470,871,"10,98810988",-19 , FlightAware ADS-B  (KEQY) 
20190805,星期一 22:22:0410:22下午,35.880635.88,-82.0031-82.00,&nwarr 333°,470,871,"10,97310973",-23 , FlightAware ADS-B  (KCLT) 
20190805,星期一 22:22:3410:22下午,35.942335.94,-82.0413-82.04,&nwarr 333°,470,871,"10,96510965",-8 , FlightAware ADS-B  (KCLT) 
20190805,星期一 22:23:0410:23下午,35.997536.00,-82.0754-82.08,&nwarr 333°,469,869,"10,96510965",15 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:23:3410:23下午,36.055336.06,-82.1115-82.11,&nwarr 333°,467,864,"10,98010980",8 , FlightAware ADS-B  (KJQF) 
20190805,星期一 22:24:0410:24下午,36.113536.11,-82.1478-82.15,&nwarr 333°,466,863,"10,97310973",-15 , FlightAware ADS-B  (KSPA) 
20190805,星期一 22:24:3510:24下午,36.173136.17,-82.1850-82.19,&nwarr 333°,467,864,"10,96510965",-8 , FlightAware ADS-B  (KSPA) 
20190805,星期一 22:25:0510:25下午,36.230836.23,-82.2211-82.22,&nwarr 333°,466,863,"10,96510965",8 , FlightAware ADS-B  (KRHP) 
20190805,星期一 22:25:3610:25下午,36.292736.29,-82.2598-82.26,&nwarr 333°,465,861,"10,97310973",8 , FlightAware ADS-B  (KPSK) 
20190805,星期一 22:26:0610:26下午,36.347336.35,-82.2939-82.29,&nwarr 333°,466,863,"10,97310973", , FlightAware ADS-B  (KRHP) 
20190805,星期一 22:26:3810:26下午,36.409936.41,-82.3332-82.33,&nwarr 333°,466,863,"10,97310973", , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:27:0810:27下午,36.466036.47,-82.3685-82.37,&nwarr 333°,466,863,"10,97310973", , FlightAware ADS-B  (KIOB) 
20190805,星期一 22:27:3810:27下午,36.522836.52,-82.4044-82.40,&nwarr 333°,466,863,"10,97310973",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:28:0810:28下午,36.582236.58,-82.4420-82.44,&nwarr 333°,465,861,"10,98010980", , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:28:3810:28下午,36.639736.64,-82.4785-82.48,&nwarr 333°,465,861,"10,97310973",-8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:29:0810:29下午,36.696736.70,-82.5147-82.51,&nwarr 333°,465,861,"10,97310973", , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:29:4010:29下午,36.759136.76,-82.5542-82.55,&nwarr 333°,464,859,"10,97310973",7 , FlightAware ADS-B  (KCPF) 
20190805,星期一 22:30:1210:30下午,36.817736.82,-82.5961-82.60,&nwarr 327°,461,855,"10,98010980",9 , FlightAware ADS-B  (KRHP) 
20190805,星期一 22:30:3310:30下午,36.854936.85,-82.6294-82.63,&nwarr 322°,458,848,"10,98010980",-9 , FlightAware ADS-B  (KCPF) 
20190805,星期一 22:31:0310:31下午,36.904836.90,-82.6783-82.68,&nwarr 322°,457,847,"10,97310973",-8 , FlightAware ADS-B  (KCPF) 
20190805,星期一 22:31:3310:31下午,36.952836.95,-82.7248-82.72,&nwarr 322°,457,847,"10,97310973",-8 , FlightAware ADS-B  (KCYO) 
20190805,星期一 22:32:0310:32下午,37.003137.00,-82.7737-82.77,&nwarr 322°,456,845,"10,96510965",-8 , FlightAware ADS-B  (KTRI) 
20190805,星期一 22:32:3310:32下午,37.054337.05,-82.8236-82.82,&nwarr 322°,457,847,"10,96510965",8 , FlightAware ADS-B  (KAVL) 
20190805,星期一 22:33:0310:33下午,37.103937.10,-82.8720-82.87,&nwarr 321°,455,843,"10,97310973",8 , FlightAware ADS-B  (KUNI) 
20190805,星期一 22:33:3310:33下午,37.151137.15,-82.9210-82.92,&nwarr 321°,454,840,"10,97310973",8 , FlightAware ADS-B  (KCRW) 
20190805,星期一 22:34:0310:34下午,37.200137.20,-82.9729-82.97,&nwarr 321°,451,835,"10,98010980",8 , FlightAware ADS-B  (KCRW) 
20190805,星期一 22:34:3310:34下午,37.247537.25,-83.0222-83.02,&nwarr 322°,452,837,"10,98010980",-10 , FlightAware ADS-B  (KCMH) 
20190805,星期一 22:34:5010:34下午,37.277037.28,-83.0474-83.05,&nwarr 329°,455,843,"10,97310973",-13 , FlightAware ADS-B  (KTYS) 
20190805,星期一 22:35:0710:35下午,37.308637.31,-83.0716-83.07,&nwarr 329°,455,843,"10,97310973", , FlightAware ADS-B  (KOSU) 
20190805,星期一 22:35:3710:35下午,37.362637.36,-83.1134-83.11,&nwarr 328°,449,832,"10,97310973", , FlightAware ADS-B  (KCHA) 
20190805,星期一 22:35:5410:35下午,37.390737.39,-83.1354-83.14,&nwarr 329°,446,826,"10,97310973",-10 , FlightAware ADS-B  (KCRW) 
20190805,星期一 22:36:2310:36下午,37.442337.44,-83.1759-83.18,&nwarr 328°,450,834,"10,96510965",8 , FlightAware ADS-B  (KIOB) 
20190805,星期一 22:36:5310:36下午,37.494037.49,-83.2163-83.22,&nwarr 328°,451,835,"10,98010980",23 , FlightAware ADS-B  (KFGX) 
20190805,星期一 22:37:2310:37下午,37.549237.55,-83.2596-83.26,&nwarr 328°,452,837,"10,98810988",8 , FlightAware ADS-B  (KDAY) 
20190805,星期一 22:37:5310:37下午,37.601237.60,-83.3004-83.30,&nwarr 328°,449,832,"10,98810988", , FlightAware ADS-B  (KBNA) 
20190805,星期一 22:38:2310:38下午,37.654337.65,-83.3421-83.34,&nwarr 328°,448,830,"10,98810988",-8 , FlightAware ADS-B  (KSDF) 
20190805,星期一 22:38:5310:38下午,37.707737.71,-83.3835-83.38,&nwarr 328°,445,824,"10,98010980",-15 , FlightAware ADS-B  (KOSU) 
20190805,星期一 22:39:2310:39下午,37.759937.76,-83.4243-83.42,&nwarr 328°,444,822,"10,97310973",-9 , FlightAware ADS-B  (KMRT) 
20190805,星期一 22:39:4110:39下午,37.790937.79,-83.4488-83.45,&nwarr 328°,445,824,"10,97310973", , FlightAware ADS-B  (KSJS) 
20190805,星期一 22:40:0010:40下午,37.825037.83,-83.4758-83.48,&nwarr 329°,444,822,"10,97310973", , FlightAware ADS-B  (KCVG) 
20190805,星期一 22:40:1910:40下午,37.856237.86,-83.5006-83.50,&nwarr 328°,443,821,"10,97310973", , FlightAware ADS-B  (KLUK) 
20190805,星期一 22:40:4910:40下午,37.908137.91,-83.5417-83.54,&nwarr 328°,440,814,"10,97310973",8 , FlightAware ADS-B  (KLUK) 
20190805,星期一 22:41:1910:41下午,37.959737.96,-83.5825-83.58,&nwarr 328°,438,811,"10,98010980", , FlightAware ADS-B  (KCMH) 
20190805,星期一 22:41:4310:41下午,38.001538.00,-83.6155-83.62,&nwarr 328°,436,808,"10,97310973",-17 , FlightAware ADS-B  (KLOU) 
20190805,星期一 22:42:1410:42下午,38.056438.06,-83.6592-83.66,&nwarr 328°,434,803,"10,96510965", , FlightAware ADS-B  (KLEX) 
20190805,星期一 22:42:4410:42下午,38.104238.10,-83.6974-83.70,&nwarr 328°,431,798,"10,97310973",9 , FlightAware ADS-B  (KLEX) 
20190805,星期一 22:43:0810:43下午,38.144238.14,-83.7292-83.73,&nwarr 328°,429,795,"10,97310973",-9 , FlightAware ADS-B  (KSYM) 
20190805,星期一 22:43:3310:43下午,38.188138.19,-83.7643-83.76,&nwarr 328°,428,793,"10,96510965",-9 , FlightAware ADS-B  (KEYE) 
20190805,星期一 22:44:0210:44下午,38.232938.23,-83.8002-83.80,&nwarr 329°,428,793,"10,96510965",-10 , FlightAware ADS-B  (KRID) 
20190805,星期一 22:44:1810:44下午,38.262138.26,-83.8235-83.82,&nwarr 329°,427,790,"10,95810958", , FlightAware ADS-B  (KCVG) 
20190805,星期一 22:44:3710:44下午,38.294638.29,-83.8495-83.85,&nwarr 329°,427,790,"10,96510965",11 , FlightAware ADS-B  (KBRY) 
20190805,星期一 22:44:5910:44下午,38.332538.33,-83.8797-83.88,&nwarr 328°,428,793,"10,96510965",10 , FlightAware ADS-B  (KHTS) 
20190805,星期一 22:45:2310:45下午,38.372738.37,-83.9119-83.91,&nwarr 328°,428,793,"10,97310973",9 , FlightAware ADS-B  (KLUK) 
20190805,星期一 22:45:4810:45下午,38.413438.41,-83.9447-83.94,&nwarr 329°,427,790,"10,97310973", , FlightAware ADS-B  (KLEX) 
20190805,星期一 22:46:0810:46下午,38.447238.45,-83.9719-83.97,&nwarr 329°,428,793,"10,97310973", , FlightAware ADS-B  (KBRY) 
20190805,星期一 22:46:4110:46下午,38.502038.50,-84.0161-84.02,&nwarr 328°,428,793,"10,97310973", , FlightAware ADS-B  (KCRW) 
20190805,星期一 22:46:5810:46下午,38.530238.53,-84.0388-84.04,&nwarr 328°,429,795,"10,97310973", , FlightAware ADS-B  (KIND) 
20190805,星期一 22:47:1910:47下午,38.562038.56,-84.0645-84.06,&nwarr 329°,428,793,"10,97310973", , FlightAware ADS-B  (KRID) 
20190805,星期一 22:47:3910:47下午,38.599538.60,-84.0948-84.09,&nwarr 329°,428,793,"10,97310973", , FlightAware ADS-B  (KBRY) 
20190805,星期一 22:47:5910:47下午,38.631038.63,-84.1202-84.12,&nwarr 329°,428,793,"10,97310973",9 , FlightAware ADS-B  (KIND) 
20190805,星期一 22:48:2910:48下午,38.682538.68,-84.1622-84.16,&nwarr 327°,429,795,"10,98010980", , FlightAware ADS-B  (KBFR) 
20190805,星期一 22:49:0110:49下午,38.737338.74,-84.2067-84.21,&nwarr 327°,429,795,"10,97310973",-7 , FlightAware ADS-B  (KRID) 
20190805,星期一 22:49:3110:49下午,38.782038.78,-84.2432-84.24,&nwarr 328°,428,793,"10,97310973", , FlightAware ADS-B  (KIND) 
20190805,星期一 22:50:0110:50下午,38.837138.84,-84.2880-84.29,&nwarr 328°,428,793,"10,97310973",8 , FlightAware ADS-B  (KCVG) 
20190805,星期一 22:50:3210:50下午,38.886938.89,-84.3286-84.33,&nwarr 328°,427,790,"10,98010980",8 , FlightAware ADS-B  (KIND) 
20190805,星期一 22:51:0210:51下午,38.940038.94,-84.3721-84.37,&nwarr 327°,426,789,"10,98010980",-8 , FlightAware ADS-B  (KFGX) 
20190805,星期一 22:51:3210:51下午,38.987738.99,-84.4112-84.41,&nwarr 327°,425,787,"10,97310973",-8 , FlightAware ADS-B  (KHLB) 
20190805,星期一 22:52:0210:52下午,39.039039.04,-84.4533-84.45,&nwarr 327°,424,785,"10,97310973",-23 , FlightAware ADS-B  (KCYO) 
20190805,星期一 22:52:3210:52下午,39.087139.09,-84.4929-84.49,&nwarr 328°,424,785,"10,95010950",-168 , FlightAware ADS-B  (KHAO) 
20190805,星期一 22:53:0210:53下午,39.135939.14,-84.5331-84.53,&nwarr 327°,423,784,"10,80510805",-297 , FlightAware ADS-B  (KVPZ) 
20190805,星期一 22:53:3210:53下午,39.185739.19,-84.5743-84.57,&nwarr 327°,429,795,"10,65310653",-335 , FlightAware ADS-B  (KOSU) 
20190805,星期一 22:54:0210:54下午,39.236539.24,-84.6162-84.62,&nwarr 327°,431,798,"10,47010470",-404 , FlightAware ADS-B  (KDLZ) 
20190805,星期一 22:54:3210:54下午,39.286539.29,-84.6575-84.66,&nwarr 328°,437,810,"10,24910249",-442 , FlightAware ADS-B  (KMRT) 
20190805,星期一 22:55:0210:55下午,39.339739.34,-84.7015-84.70,&nwarr 328°,444,822,"10,02810028",-457 , FlightAware ADS-B  (KSDF) 
20190805,星期一 22:55:3210:55下午,39.390439.39,-84.7435-84.74,&nwarr 327°,448,830,"9,7929792",-439 , FlightAware ADS-B  (KBAK) 
20190805,星期一 22:55:5210:55下午,39.426739.43,-84.7739-84.77,&nwarr 328°,450,834,"9,6629662",-445 , FlightAware ADS-B  (KHAO) 
20190805,星期一 22:56:1010:56下午,39.454439.45,-84.7971-84.80,&nwarr 328°,453,838,"9,5109510",-467 , FlightAware ADS-B  (KLUK) 
20190805,星期一 22:56:4010:56下午,39.509539.51,-84.8432-84.84,&nwarr 327°,456,845,"9,2899289",-457 , FlightAware ADS-B  (KCVG) 
20190805,星期一 22:57:1010:57下午,39.562639.56,-84.8876-84.89,&nwarr 328°,460,851,"9,0539053",-450 , FlightAware ADS-B  (KHAO) 
20190805,星期一 22:57:4010:57下午,39.616539.62,-84.9326-84.93,&nwarr 327°,461,855,"8,8398839",-422 , FlightAware ADS-B  (KSCA) 
20190805,星期一 22:58:1610:58下午,39.680739.68,-84.9865-84.99,&nwarr 328°,461,855,"8,5888588",-229 , FlightAware ADS-B  (KIND) 
20190805,星期一 22:59:0210:59下午,39.766139.77,-85.0585-85.06,&nwarr 328°,464,859,"8,5278527",-42 , FlightAware ADS-B  (KLUK) 
20190805,星期一 22:59:3210:59下午,39.818439.82,-85.1027-85.10,&nwarr 327°,462,856,"8,5348534",8 , FlightAware ADS-B  (KMFD) 
20190805,星期一 23:00:0211:00下午,39.872539.87,-85.1485-85.15,&nwarr 327°,462,856,"8,5348534", , FlightAware ADS-B  (KUMP) 
20190805,星期一 23:00:4211:00下午,39.944139.94,-85.2091-85.21,&nwarr 328°,460,851,"8,5348534", , FlightAware ADS-B  (KCMH) 
20190805,星期一 23:01:0911:01下午,39.990939.99,-85.2488-85.25,&nwarr 328°,461,855,"8,5348534", , FlightAware ADS-B  (KIND) 
20190805,星期一 23:01:3911:01下午,40.044840.04,-85.2947-85.29,&nwarr 327°,461,855,"8,5348534", , FlightAware ADS-B  (KHAO) 
20190805,星期一 23:02:1011:02下午,40.100140.10,-85.3419-85.34,&nwarr 327°,462,856,"8,5348534", , FlightAware ADS-B  (KOSU) 
20190805,星期一 23:02:4011:02下午,40.155740.16,-85.3894-85.39,&nwarr 327°,461,855,"8,5348534",-127 , FlightAware ADS-B  (KTYQ) 
20190805,星期一 23:03:1111:03下午,40.207640.21,-85.4338-85.43,&nwarr 327°,458,848,"8,4058405",-256 , FlightAware ADS-B  (KIND) 
20190805,星期一 23:03:3011:03下午,40.244540.24,-85.4654-85.47,&nwarr 327°,462,856,"8,3218321",-305 , FlightAware ADS-B  (KBAK) 
20190805,星期一 23:04:0211:04下午,40.298440.30,-85.5115-85.51,&nwarr 328°,467,864,"8,1468146",-305 , FlightAware ADS-B  (KCVG) 
20190805,星期一 23:04:3011:04下午,40.350940.35,-85.5565-85.56,&nwarr 328°,469,869,"8,0168016",-282 , FlightAware ADS-B  (KRID) 
20190805,星期一 23:05:0211:05下午,40.410540.41,-85.6078-85.61,&nwarr 328°,470,871,"7,8647864",-302 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:05:2011:05下午,40.443240.44,-85.6361-85.64,&nwarr 327°,472,874,"7,7657765",-316 , FlightAware ADS-B  (KRID) 
20190805,星期一 23:05:4111:05下午,40.481540.48,-85.6685-85.67,&nwarr 329°,474,877,"7,6587658",-316 , FlightAware ADS-B  (KCVG) 
20190805,星期一 23:06:0211:06下午,40.522040.52,-85.6906-85.69,↑ 344°,479,887,"7,5447544",-343 , FlightAware ADS-B  (KAID) 
20190805,星期一 23:06:2511:06下午,40.574440.57,-85.7091-85.71,↑ 345°,469,869,"7,4077407",-305 , FlightAware ADS-B  (KIMS) 
20190805,星期一 23:06:4111:06下午,40.605540.61,-85.7209-85.72,↑ 343°,453,838,"7,3467346",-274 , FlightAware ADS-B  (KCMI) 
20190805,星期一 23:07:1011:07下午,40.659040.66,-85.7457-85.75,↑ 340°,426,789,"7,2017201",-294 , FlightAware ADS-B  (KBAK) 
20190805,星期一 23:07:4011:07下午,40.715640.72,-85.7723-85.77,↑ 341°,405,750,"7,0567056",-305 , FlightAware ADS-B  (KMGY) 
20190805,星期一 23:07:5811:07下午,40.745040.74,-85.7858-85.79,↑ 341°,392,726,"6,9576957",-439 , FlightAware ADS-B  (KIKK) 
20190805,星期一 23:08:2911:08下午,40.795640.80,-85.8090-85.81,↑ 341°,380,703,"6,6986698",-532 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:08:5311:08下午,40.837240.84,-85.8281-85.83,↑ 342°,376,697,"6,4696469",-321 , FlightAware ADS-B  (KRID) 
20190805,星期一 23:09:2611:09下午,40.892040.89,-85.8534-85.85,↑ 342°,380,703,"6,3936393",-64 , FlightAware ADS-B  (KIKK) 
20190805,星期一 23:09:5711:09下午,40.942640.94,-85.8768-85.88,↑ 341°,381,705,"6,4016401",8 , FlightAware ADS-B  (KUMP) 
20190805,星期一 23:10:2111:10下午,40.983340.98,-85.8956-85.90,↑ 341°,377,698,"6,4016401", , FlightAware ADS-B  (KEKM) 
20190805,星期一 23:10:5111:10下午,41.032741.03,-85.9185-85.92,↑ 341°,377,698,"6,4016401", , FlightAware ADS-B  (KGRR) 
20190805,星期一 23:11:2111:11下午,41.082541.08,-85.9416-85.94,↑ 341°,379,702,"6,4016401", , FlightAware ADS-B  (KSBN) 
20190805,星期一 23:11:4811:11下午,41.125441.13,-85.9617-85.96,↑ 341°,378,700,"6,4016401", , FlightAware ADS-B  (KIND) 
20190805,星期一 23:12:1811:12下午,41.175741.18,-85.9851-85.99,↑ 341°,376,697,"6,4016401", , FlightAware ADS-B  (KUMP) 
20190805,星期一 23:12:4211:12下午,41.213541.21,-86.0027-86.00,↑ 342°,376,697,"6,4016401", , FlightAware ADS-B  (KTYQ) 
20190805,星期一 23:13:0111:13下午,41.245741.25,-86.0192-86.02,&nwarr 332°,377,698,"6,4016401", , FlightAware ADS-B  (KLUK) 
20190805,星期一 23:13:2011:13下午,41.271041.27,-86.0457-86.05,← 310°,378,700,"6,4016401", , FlightAware ADS-B  (KIND) 
20190805,星期一 23:13:4311:13下午,41.290141.29,-86.0938-86.09,← 287°,380,703,"6,4016401", , FlightAware ADS-B  (KGRR) 
20190805,星期一 23:14:1911:14下午,41.300441.30,-86.1795-86.18,← 279°,380,703,"6,4016401", , FlightAware ADS-B  (KARR) 
20190805,星期一 23:14:5511:14下午,41.309441.31,-86.2580-86.26,← 279°,394,729,"6,4016401",-36 , FlightAware ADS-B  (KTYQ) 
20190805,星期一 23:15:2311:15下午,41.317941.32,-86.3296-86.33,← 279°,405,750,"6,3636363",-152 , FlightAware ADS-B  (KMQJ) 
20190805,星期一 23:15:4011:15下午,41.322341.32,-86.3678-86.37,← 280°,402,745,"6,2876287",-259 , FlightAware ADS-B  (KPWK) 
20190805,星期一 23:16:0011:16下午,41.328341.33,-86.4193-86.42,← 280°,399,739,"6,2036203",-281 , FlightAware ADS-B  (KFWA) 
20190805,星期一 23:16:1911:16下午,41.333241.33,-86.4628-86.46,← 280°,396,734,"6,1046104",-301 , FlightAware ADS-B  (KIKK) 
20190805,星期一 23:16:3511:16下午,41.337741.34,-86.5021-86.50,← 279°,395,732,"6,0276027",-318 , FlightAware ADS-B  (KLAF) 
20190805,星期一 23:16:5511:16下午,41.346541.35,-86.5513-86.55,← 290°,393,727,"5,9135913",-494 , FlightAware ADS-B  (KJOT) 
20190805,星期一 23:17:3711:17下午,41.379941.38,-86.6401-86.64,← 297°,393,727,"5,5175517",-628 , FlightAware ADS-B  (KLAF) 
20190805,星期一 23:17:5411:17下午,41.395641.40,-86.6760-86.68,← 307°,393,727,"5,2965296",-749 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:18:1311:18下午,41.421041.42,-86.7064-86.71,&nwarr 329°,390,723,"5,0675067",-698 , FlightAware ADS-B  (KCMI) 
20190805,星期一 23:18:5111:18下午,41.482441.48,-86.7462-86.75,&nwarr 334°,385,713,"4,6334633",-669 , FlightAware ADS-B  (KCMI) 
20190805,星期一 23:19:0711:19下午,41.507241.51,-86.7624-86.76,&nwarr 335°,382,708,"4,4654465",-699 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:19:2511:19下午,41.538641.54,-86.7803-86.78,↑ 343°,381,705,"4,2374237",-697 , FlightAware ADS-B  (KLAF) 
20190805,星期一 23:19:4911:19下午,41.579141.58,-86.7865-86.79,↑ 357°,378,700,"3,9783978",-622 , FlightAware ADS-B  (KFWA) 
20190805,星期一 23:20:1511:20下午,41.624241.62,-86.7907-86.79,↑ 356°,365,676,"3,7193719",-411 , FlightAware ADS-B  (KMDW) 
20190805,星期一 23:20:3811:20下午,41.661241.66,-86.7943-86.79,↑ 357°,353,653,"3,6423642",-95 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:21:0811:21下午,41.708241.71,-86.7998-86.80,↑ 354°,354,655,"3,6353635",-8 , FlightAware ADS-B  (KGYY) 
20190805,星期一 23:21:3811:21下午,41.759241.76,-86.8067-86.81,↑ 354°,353,653,"3,6353635", , FlightAware ADS-B  (KPWK) 
20190805,星期一 23:22:0911:22下午,41.810441.81,-86.8170-86.82,↑ 350°,354,655,"3,6353635", , FlightAware ADS-B  (KUES) 
20190805,星期一 23:22:2911:22下午,41.843541.84,-86.8251-86.83,↑ 347°,353,653,"3,6353635",-99 , FlightAware ADS-B  (KLOT) 
20190805,星期一 23:22:4611:22下午,41.867241.87,-86.8399-86.84,&nwarr 327°,349,647,"3,5743574",-395 , FlightAware ADS-B  (KVYS) 
20190805,星期一 23:23:0611:23下午,41.887441.89,-86.8727-86.87,← 295°,342,634,"3,3913391",-621 , FlightAware ADS-B  (KMDW) 
20190805,星期一 23:23:2811:23下午,41.897741.90,-86.9193-86.92,← 284°,341,631,"3,1393139",-467 , FlightAware ADS-B  (KVPZ) 
20190805,星期一 23:23:5311:23下午,41.906641.91,-86.9675-86.97,← 285°,342,634,"3,0253025",-133 , FlightAware ADS-B  (KIKK) 
20190805,星期一 23:24:2311:24下午,41.918541.92,-87.0305-87.03,← 284°,341,631,"3,0183018", , FlightAware ADS-B  (KUGN) 
20190805,星期一 23:24:4211:24下午,41.925441.93,-87.0665-87.07,← 285°,320,592,"3,0253025",11 , FlightAware ADS-B  (KSBN) 
20190805,星期一 23:25:0411:25下午,41.933641.93,-87.1083-87.11,← 286°,297,550,"3,0253025",-128 , FlightAware ADS-B  (KIKK) 
20190805,星期一 23:25:3211:25下午,41.943241.94,-87.1564-87.16,← 285°,279,517,"2,9182918",-335 , FlightAware ADS-B  (KORD) 
20190805,星期一 23:26:0011:26下午,41.952341.95,-87.2026-87.20,← 285°,275,509,"2,7132713",-441 , FlightAware ADS-B  (KGYY) 
